"Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)"

"Kanton"	"Datum und Vorlage"	"Stimmberechtigte"	"Ja"	"Ja in %"
"Aargau"	"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods"	333761	55868	52.6
"Aargau"	"17.05.1992 Beitritt zu den Institutionen von Bretton Woods"	333761	55410	52.0
"Aargau"	"16.02.1992 Weg vom Tierversuch"	333163	54214	42.5
"Aargau"	"16.02.1992 Krankenkasseninitiative"	333163	47048	37.2
"Aargau"	"02.06.1991 Militärstrafgesetz"	331575	51034	55.6
"Aargau"	"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)"	331575	36537	40.1
"Aargau"	"03.03.1991 Förderung öffentlicher Verkehr"	320644	27330	34.2
"Aargau"	"03.03.1991 Stimmrecht für 18-jährige"	320644	54053	67.2
"Aargau"	"23.09.1990 Strassenverkehrsgesetz"	319674	66743	55.2
"Aargau"	"23.09.1990 Energieartikel"	319674	78623	64.8
"Aargau"	"23.09.1990 Moratorium Atomkraftwerkbau"	319674	48149	39.2
"Aargau"	"23.09.1990 Ausstieg Atomenergie"	319674	39577	32.3
"Aargau"	"01.04.1990 Organisation der Bundesrechtspflege"	317787	53784	50.1
"Aargau"	"01.04.1990 Rebbaubeschluss"	317787	49424	45.7
"Aargau"	"01.04.1990 Freie Aarelandschaft Biel-Solothurn"	317787	36886	32.3
"Aargau"	"01.04.1990 Autobahnfreies Kononauer Amt"	317787	32202	28.1
"Aargau"	"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon"	317787	34321	30.0
"Aargau"	"01.04.1990 Begrenzung des Strassenbaus"	317787	29535	25.8
"Aargau"	"26.11.1989 Pro Tempo 130/100"	317326	74975	35.9
"Aargau"	"26.11.1989 Schweiz ohne Armee"	317326	63934	30.7
"Aargau"	"04.06.1989 Kleinbauern-Initiative"	315202	48526	48.7
"Aargau"	"04.12.1988 Begrenzung der Einwanderung"	313186	50594	35.8
"Aargau"	"04.12.1988 Herabsetzung Arbeitszeit"	313186	43737	30.9
"Aargau"	"04.12.1988 Gegen die Bodenspekulation"	313186	37821	26.8
"Aargau"	"12.06.1988 Herabsetzung AHV-Rentenalter"	310433	33703	29.8
"Aargau"	"12.06.1988 Koordinierte Verkehrspolitik"	310433	46533	41.6
"Aargau"	"06.12.1987 Rothenthurm-Initiative"	307674	68417	51.3
"Aargau"	"06.12.1987 Krankenversicherungsgesetz"	307674	32282	24.3
"Aargau"	"06.12.1987 Bahn 2000"	307674	74182	55.3
"Aargau"	"05.04.1987 Initiativen mit Gegenentwurf"	303531	64378	56.9
"Aargau"	"05.04.1987 Rüstungsreferendum"	303531	40598	34.8
"Aargau"	"05.04.1987 Ausländergesetz"	303531	78125	69.6
"Aargau"	"05.04.1987 Asylgesetz"	303531	85175	73.2
"Aargau"	"07.12.1986 Besteuerung Schwerverkehr"	302658	24820	27.5
"Aargau"	"07.12.1986 Mieterschutz"	302658	46832	52.4
"Aargau"	"28.09.1986 Zuckerbeschluss"	301489	35329	33.9
"Aargau"	"28.09.1986 Berufsbildung und Umschulung"	301489	14263	13.8
"Aargau"	"28.09.1986 Gegenentwurf zur Kulturinitiative"	301489	35152	39.1
"Aargau"	"28.09.1986 Kulturinitiative"	301489	12920	13.9
"Aargau"	"16.03.1986 UNO-Beitritt"	298950	26729	18.2
"Aargau"	"01.12.1985 Abschaffung der Vivisektion"	297798	25154	28.8
"Aargau"	"22.09.1985 Neues Eherecht"	296617	60946	45.6
"Aargau"	"22.09.1985 Innovationsrisikogarantie"	296617	41312	32.3
"Aargau"	"22.09.1985 Koordination Schuljahresbeginn"	296617	52600	39.6
"Aargau"	"09.06.1985 Selbstversorgung mit Brotgetreide"	295010	44224	53.6
"Aargau"	"09.06.1985 Neuverteilung Alkoholabgabe"	295010	57397	70.8
"Aargau"	"09.06.1985 Kantonsanteil Stempelabgaben"	295010	53569	66.2
"Aargau"	"09.06.1985 Recht auf Leben"	295010	27454	32.0
"Aargau"	"10.03.1985 Verlängerung bezahlte Ferien"	293956	36566	32.2
"Aargau"	"10.03.1985 Ausbildungsbeiträge"	293956	54542	49.7
"Aargau"	"10.03.1985 Beiträge Gesundheitswesen"	293956	52857	48.0
"Aargau"	"10.03.1985 Beiträge Primarschulunterricht"	293956	61485	56.0
"Aargau"	"02.12.1984 Hilfe für Opfer von Gewaltverbrechen"	292916	78550	81.5
"Aargau"	"02.12.1984 Radio- und Fernsehartikel"	292916	56735	61.6
"Aargau"	"02.12.1984 Mutterschutz-Initiative"	292916	11011	11.3
"Aargau"	"23.09.1984 Umweltgerechte Energieversorgung"	291895	38746	32.1
"Aargau"	"23.09.1984 Zukunft ohne neue Atomkraftwerke"	291895	37930	31.4
"Aargau"	"20.05.1984 Gegen den Ausverkauf der Heimat"	290281	62349	56.0
"Aargau"	"20.05.1984 Banken-Initiative"	290281	31117	27.8
"Aargau"	"26.02.1984 Zivildienst-Initiative"	288959	47746	32.1
"Aargau"	"26.02.1984 Einführung Autobahnvignette"	288959	76584	51.3
"Aargau"	"26.02.1984 Erhebung Schwerverkehrsabgae"	288959	81974	54.9
"Aargau"	"04.12.1983 Erleichterung Einbürgerungen"	287838	31863	38.0
"Aargau"	"04.12.1983 Bürgerrechtsregelung"	287838	47954	57.4
"Aargau"	"27.02.1983 Energieartikel"	283702	38187	41.1
"Aargau"	"27.02.1983 Neuregelung Treibstoffzölle"	283702	41613	44.4
"Aargau"	"28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative"	282644	19171	27.0
"Aargau"	"28.11.1982 Preisüberwachungs-Initiative"	282644	43948	55.1
"Aargau"	"06.06.1982 Ausländergesetz"	280529	37715	45.8
"Aargau"	"06.06.1982 Strafgesetzbuch"	280529	50045	60.5
"Aargau"	"29.11.1981 Weiterführung Finanzordnung"	278259	45458	65.2
"Aargau"	"14.06.1981 Konsumentenschutzartikel"	276126	51439	60.6
"Aargau"	"14.06.1981 Gleichstellung von Mann und Frau"	276126	44782	52.1
"Aargau"	"05.04.1981 Neue Ausländerpolitik"	274638	11071	11.8
"Aargau"	"30.11.1980 Brotgetreideordnung"	273839	70149	66.5
"Aargau"	"30.11.1980 Alkoholeinnahmen"	273839	75803	72.5
"Aargau"	"30.11.1980 Kantonsanteil Stempelabgaben"	273839	72293	69.5
"Aargau"	"30.11.1980 Gurten- und Schutzhelmobligatorium"	273839	64779	60.1
"Aargau"	"02.03.1980 Neuordnung Landesversorgung"	270057	71988	81.6
"Aargau"	"02.03.1980 Trennung Kirche und Staat"	270057	22133	24.0
"Aargau"	"20.05.1979 Atomgesetz"	266613	71285	74.7
"Aargau"	"20.05.1979 Umsatz- und direkte Bundessteuer"	266613	27661	28.8
"Aargau"	"18.02.1979 Volksrechte und Atomsicherheit"	265477	48131	35.4
"Aargau"	"18.02.1979 Gegen Suchtmittelreklame"	265477	54824	40.3
"Aargau"	"18.02.1979 Fuss- und Wanderwege"	265477	107719	79.0
"Aargau"	"18.02.1979 Stimmrecht für 18-Jährige"	265477	59222	43.4
"Aargau"	"03.12.1978 Berufsbildungsgesetz"	264576	60354	56.8
"Aargau"	"03.12.1978 Sicherheitspolizei"	264576	53150	49.0
"Aargau"	"03.12.1978 Tierschutzgesetz"	264576	87971	81.3
"Aargau"	"03.12.1978 Milchwirtschaftsbeschluss"	264576	72704	69.0
"Aargau"	"24.09.1978 Gründung des Kantons Jura"	263771	79475	80.2
"Aargau"	"28.05.1978 12 autofreie Sonntage"	262100	48396	36.2
"Aargau"	"28.05.1978 Hochschulförderung"	262100	49785	38.3
"Aargau"	"28.05.1978 Schwangerschaftsabbruch"	262100	46084	36.0
"Aargau"	"28.05.1978 Zolltarifgesetz"	262100	64982	52.4
"Aargau"	"28.05.1978 Zeitgesetz"	262100	56543	42.8
"Aargau"	"26.02.1978 Konjunkturartikel"	260724	68715	62.2
"Aargau"	"26.02.1978 Herabsetzung AHV-Alter"	260724	19756	16.6
"Aargau"	"26.02.1978 9. AHV-Revision"	260724	69762	59.0
"Aargau"	"26.02.1978 Mitbestimmung im Nationalstrassenbau"	260724	37586	32.3
"Aargau"	"04.12.1977 Ausgleich des Bundeshaushaltes"	259550	53647	60.2
"Aargau"	"04.12.1977 Ziviler Ersatzdienst"	259550	33936	36.9
"Aargau"	"04.12.1977 Politische Rechte"	259550	48604	56.5
"Aargau"	"04.12.1977 Reichtumssteuer-Initiative"	259550	38846	42.0
"Aargau"	"25.09.1977 Fristenlösungs-Initiative"	258801	59813	42.7
"Aargau"	"25.09.1977 Unterschriftenzahl für Initiativen"	258801	78540	57.9
"Aargau"	"25.09.1977 Unterschriftenzahl für Referenden"	258801	81439	59.7
"Aargau"	"25.09.1977 Albatrosinitiative"	258801	48794	35.5
"Aargau"	"25.09.1977 Gegenentwurf zur Mieterschutzinitiative"	258801	59549	49.1
"Aargau"	"25.09.1977 Mieterschutzinitiative"	258801	46996	35.9
"Aargau"	"12.06.1977 Steuerharmonisierung"	257610	69757	58.8
"Aargau"	"12.06.1977 Umsatz- und direkte Bundessteuer"	257610	46548	38.0
"Aargau"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)"	256582	74260	64.7
"Aargau"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)"	256582	27987	24.2
"Aargau"	"13.03.1977 Beschränkung der Einbürgerungen"	256582	46378	35.5
"Aargau"	"13.03.1977 IV. Ueberfremdungsinitiative"	256582	38200	29.3
"Aargau"	"05.12.1976 40-Stunden-Woche"	255186	18698	18.3
"Aargau"	"05.12.1976 Preisüberwachung"	255186	80275	79.4
"Aargau"	"05.12.1976 Geld- und Kreditpolitik"	255186	59911	63.1
"Aargau"	"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder"	253987	15429	20.1
"Aargau"	"26.09.1976 Radio- und Fernsehartikel"	253987	31950	42.0
"Aargau"	"13.06.1976 Neukonzeption Arbeitslosenversicherung"	253012	58934	66.9
"Aargau"	"13.06.1976 IDA-Darlehen"	253012	37404	42.7
"Aargau"	"13.06.1976 Raumplanungsgesetz"	253012	41008	46.2
"Aargau"	"21.03.1976 Steuerinitiative"	251626	40402	43.3
"Aargau"	"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative"	251626	28291	30.8
"Aargau"	"21.03.1976 Mitbestimmung der Arbeitnehmer"	251626	29589	31.3
"Aargau"	"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte"	251393	37265	45.5
"Aargau"	"07.12.1975 Wasserwirtschaft"	251393	55018	69.4
"Aargau"	"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung"	251393	52336	65.0
"Aargau"	"08.06.1975 Erschwerung Ausgabenbeschlüsse"	249479	69827	73.6
"Aargau"	"08.06.1975 Erhöhung Steuereinnahmen"	249479	46137	48.4
"Aargau"	"08.06.1975 Generalzolltarif"	249479	40684	43.0
"Aargau"	"08.06.1975 Finanzierung der Nationalstrassen"	249479	46098	48.3
"Aargau"	"08.06.1975 Schutz der Währung"	249479	76491	80.3
"Aargau"	"02.03.1975 Konjunkturartikel"	248422	31277	45.1
"Aargau"	"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)"	247490	28768	33.0
"Aargau"	"08.12.1974 Soziale Krankenversicherung (Initiative)"	247490	20763	23.1
"Aargau"	"08.12.1974 Erschwerung Ausgabenbeschlüsse"	247490	56700	64.0
"Aargau"	"08.12.1974 Verbesserung Bundeshaushalt"	247490	32668	36.4
"Aargau"	"20.10.1974 Gegen die Überfremdung"	247084	61626	35.6
"Aargau"	"02.12.1973 Tierschutzartikel"	243028	60615	83.0
"Aargau"	"02.12.1973 Steuerwirksame Abschreibungen"	243028	43625	61.2
"Aargau"	"02.12.1973 Stabilisierung des Baumarktes"	243028	48773	66.4
"Aargau"	"02.12.1973 Massnahmen im Kreditwesen"	243028	44249	60.8
"Aargau"	"02.12.1973 Preisüberwachung"	243028	41721	56.5
"Aargau"	"20.05.1973 Jesuiten- und Klosterartikel"	240251	56494	53.3
"Aargau"	"04.03.1973 Forschungsartikel"	239437	36856	53.4
"Aargau"	"04.03.1973 Bildungsartikel"	239437	30449	43.8
"Aargau"	"03.12.1972 Abkommen mit der EWG"	238846	79841	67.9
"Aargau"	"03.12.1972 Einführung Volkspension (Gegenentwurf)"	238864	88321	77.4
"Aargau"	"03.12.1972 Einführung Volkspension (Initiative)"	238846	16450	14.9
"Aargau"	"24.09.1972 Waffenausfuhrverbot"	237046	42810	50.2
"Aargau"	"04.06.1972 Schutz der Währung"	235568	56813	82.0
"Aargau"	"04.06.1972 Stabilisierung des Baumarktes"	235568	53529	77.2
"Aargau"	"05.03.1972 Mieterschutz"	234712	71789	80.1
"Aargau"	"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative"	234712	46781	57.0
"Aargau"	"05.03.1972 Förderung des Wohnungsbaues"	234712	27776	32.6
"Aargau"	"06.06.1971 Weiterführung der Finanzordnung"	231415	75554	63.0
"Aargau"	"06.06.1971 Umweltschutz"	231415	111552	88.8
"Aargau"	"07.02.1971 Frauenstimmrecht"	109855	39469	50.2
"Aargau"	"15.11.1970 Änderung Finanzordnung"	109366	29700	43.2
"Aargau"	"27.09.1970 Wohnungs- und Familienschutz"	109034	27817	41.8
"Aargau"	"27.09.1970 Förderung von Turnen und Sport"	109034	46111	68.6
"Aargau"	"07.06.1970 Gegen die Überfremdung"	108514	43444	47.5
"Aargau"	"01.02.1970 Inländische Zuckerwirtschaft"	107827	30125	45.5
"Aargau"	"14.09.1969 Bodenrecht"	107393	27267	43.2
"Aargau"	"01.06.1969 Eidg. technische Hochschulen"	107029	20319	32.1
"Aargau"	"19.05.1968 Tabakbesteuerung"	105413	29346	43.5
"Aargau"	"18.02.1968 Steueramnestie"	105397	39162	59.4
"Aargau"	"02.07.1967 Gegen die Bodenspekulation"	104166	19277	30.7
"Aargau"	"16.10.1966 Bekämpfung des Alkoholismus"	103425	18500	25.3
"Aargau"	"16.10.1966 Auslandschweizerartikel"	103425	41582	60.0
"Aargau"	"16.05.1965 Milchbeschluss"	101138	38032	58.0
"Aargau"	"28.02.1965 Massnahmen Bauwirtschaft"	100900	43762	56.7
"Aargau"	"28.02.1965 Massnahmen Kreditwesen"	100900	45224	58.7
"Aargau"	"06.12.1964 Preiskontrollmassnahmen"	100393	48475	74.8
"Aargau"	"24.05.1964 Berufsbildungsgesetz"	99592	42202	60.3
"Aargau"	"02.02.1964 Steueramnestie"	99028	29125	44.0
"Aargau"	"08.12.1963 Stipendien und Ausbildungsbeihilfen"	98648	46252	72.3
"Aargau"	"08.12.1963 Weiterführung Finanzordnung"	98648	49049	76.6
"Aargau"	"26.05.1963 Volksrecht und Atomwaffen"	97996	23024	33.2
"Aargau"	"04.11.1962 Wahl des Nationalrates"	97415	37106	56.1
"Aargau"	"27.05.1962 Taggelder des Nationalrates"	96902	19909	29.6
"Aargau"	"27.05.1962 Natur- und Heimatschutz"	96902	46027	68.9
"Aargau"	"01.04.1962 Verbot der Atomwaffen"	96726	21274	28.8
"Aargau"	"03.12.1961 Uhrenstatut"	96304	38477	54.9
"Aargau"	"22.10.1961 Einführung Gesetzesinitiative"	96169	19568	28.3
"Aargau"	"05.03.1961 Treibstoffzoll für Nationalstrassenbau"	95529	40538	49.9
"Aargau"	"05.03.1961 Leitungsanlagen für Treibstoffe"	95529	52550	66.5
"Aargau"	"04.12.1960 Massnahmen Milchwirtschaft"	95232	36749	54.0
"Aargau"	"29.05.1960 Preiskontrollmassnahmen"	94931	47257	75.1
"Aargau"	"24.05.1959 Zivilschutzartikel"	94325	39437	58.8
"Aargau"	"01.02.1959 Frauenstimmrecht"	94208	17919	22.8
"Aargau"	"07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl"	94078	49465	71.1
"Aargau"	"07.12.1958 Kursaalspiele"	94078	38814	56.3
"Aargau"	"26.10.1958 44-Stunden-Woche"	93868	24285	32.4
"Aargau"	"06.07.1958 Strassennetzverbesserung"	93605	51624	77.4
"Aargau"	"06.07.1958 Filmwesen"	93605	38339	58.6
"Aargau"	"11.05.1958 Neuordnung Finanzhaushalt"	93629	34773	47.6
"Aargau"	"26.01.1958 Missbrauch wirtschaftlicher Macht"	93491	14720	20.9
"Aargau"	"24.11.1957 Brotgetreideversorgung"	93376	42795	62.8
"Aargau"	"24.11.1957 Atomenergie und Strahlenschutz"	93376	49265	73.0
"Aargau"	"03.03.1957 Rundspruch und Fernsehen"	93145	26134	37.7
"Aargau"	"03.03.1957 Zivilschutzartikel"	93145	33889	49.1
"Aargau"	"30.09.1956 Ausgabenbeschlüsse"	93083	24645	37.3
"Aargau"	"30.09.1956 Revision der Brotgetreideordnung"	93083	23543	35.1
"Aargau"	"13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden"	92944	31188	43.3
"Aargau"	"13.05.1956 Wasserrechtskonzessionen"	92944	23896	34.3
"Aargau"	"04.03.1956 Beschränkte Preiskontrolle"	92820	48577	74.7
"Aargau"	"13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf)"	92198	28097	41.5
"Aargau"	"13.03.1955 Mieter- und Konsumentenschutzinitiative"	92198	32306	47.4
"Aargau"	"05.12.1954 Schutz der Stromlandschaft Rheinau"	91800	24856	34.3
"Aargau"	"24.10.1954 Finanzordnung 1955 bis 1958"	91735	47163	69.4
"Aargau"	"20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer"	91468	22576	35.5
"Aargau"	"20.06.1954 Fähigkeitsausweise"	91468	18061	27.3
"Aargau"	"06.12.1953 Schutz der Gewässer"	90885	57279	77.3
"Aargau"	"06.12.1953 Neuordnung Finanzhaushalt"	90885	34156	46.2
"Aargau"	"19.04.1953 Postverkehrsgesetz"	90288	26302	37.3
"Aargau"	"23.11.1952 Brotgetreideversorgung"	90191	48686	70.5
"Aargau"	"23.11.1952 Preiskontrolle"	90191	37763	54.6
"Aargau"	"05.10.1952 Luftschutzräume"	89944	10286	14.9
"Aargau"	"05.10.1952 Tabaksteuer und AHV"	89944	54267	77.5
"Aargau"	"06.07.1952 Deckung der Rüstungsausgaben"	89780	29851	45.8
"Aargau"	"18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften"	89789	32646	46.2
"Aargau"	"20.04.1952 Warenumsatzsteuer-Initiative"	89806	9623	14.0
"Aargau"	"30.03.1952 Landwirtschaftsgesetz"	89766	36357	50.2
"Aargau"	"02.03.1952 Bewilligungspflicht für Gasthöfe"	89638	23580	35.2
"Aargau"	"08.07.1951 Öffentliche Unternehmungen und Kosten der Armee"	89104	17014	27.8
"Aargau"	"15.04.1951 Gegenentwurf zur Freigeldinitiative"	89108	42176	64.0
"Aargau"	"15.04.1951 Freigeldinitiative"	89108	6875	10.3
"Aargau"	"25.02.1951 Autotransportordnung"	89098	27832	40.8
"Aargau"	"03.12.1950 Finanzordnung 1951 bis 1954"	88789	51707	75.4
"Aargau"	"03.12.1950 Wahl des Nationalrates"	88789	44981	69.9
"Aargau"	"01.10.1950 Verhinderung der Spekulation"	88435	17578	27.5
"Aargau"	"04.06.1950 Neuordnung Finanzhaushalt"	88053	21572	31.2
"Aargau"	"29.01.1950 Förderung Wohnbautätigkeit"	87537	27973	40.9
"Aargau"	"11.12.1949 Dienstverhältnis Bundesbeamte"	87338	37456	50.7
"Aargau"	"11.09.1949 Rückkehr zur direkten Demokratie"	87189	23625	39.7
"Aargau"	"22.05.1949 Bekämpfung der Tuberkulose"	86766	18090	25.9
"Aargau"	"22.05.1949 Nationalbankartikel"	86766	22389	33.9
"Aargau"	"14.03.1948 Ordnung der Zuckerwirtschaft"	85864	23824	33.3
"Aargau"	"06.07.1947 Gesetz über die AHV"	85367	60604	79.1
"Aargau"	"06.07.1947 Revision Wirtschaftsartikel"	85367	36743	49.2
"Aargau"	"18.05.1947 Wirtschaftsreform und Rechte der Arbeit"	84979	21053	32.1
"Aargau"	"08.12.1946 Recht auf Arbeit"	84521	9241	14.9
"Aargau"	"10.02.1946 Gütertransportordnung"	83786	23415	34.0
"Aargau"	"25.11.1945 Für die Familie"	83592	48875	74.0
"Aargau"	"21.01.1945 Gesetz über die Bundesbahnen"	82787	30047	46.7
"Aargau"	"29.10.1944 Unlauterer Wettbewerb"	82582	28912	50.9
"Aargau"	"03.05.1942 Reorganisation des Nationalrates"	79404	18069	30.7
"Aargau"	"25.01.1942 Volkswahl Bundesrat"	79327	22355	35.0
"Aargau"	"09.03.1941 Neuordnung Alkoholwesen"	78070	33755	54.0
"Aargau"	"01.12.1940 Vorunterricht in der Armee"	77217	31772	49.8
"Aargau"	"03.12.1939 Dienstverhältnis und Versicherung Bundespersonal"	76508	18351	30.9
"Aargau"	"04.06.1939 Armee und Arbeitslosigkeit"	76017	41044	68.4
"Aargau"	"22.01.1939 Einschränkung Dringlichkeitsklausel"	75364	30804	61.4
"Aargau"	"22.01.1939 Verfassungsgerichtsbarkeit"	75364	8431	17.4
"Aargau"	"27.11.1938 Übergangsordnung Finanzhaushalt"	75302	43751	71.6
"Aargau"	"03.07.1938 Strafgesetzbuch"	74891	32394	54.6
"Aargau"	"20.02.1938 Private Rüstungsindustrie (Gegenentwurf)"	75018	32956	65.2
"Aargau"	"20.02.1938 Private Rüstungsindustrie (Initiative)"	75018	4478	10.3
"Aargau"	"20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte"	75018	4353	8.2
"Aargau"	"20.02.1938 Rätoromanisch als Nationalsprache"	75018	51752	88.2
"Aargau"	"28.11.1937 Verbot der Freimaurerei"	74781	14282	23.2
"Aargau"	"08.09.1935 Initiative für die Totalrevision der Bundesverfassung"	72856	13159	21.9
"Aargau"	"02.06.1935 Bekämpfung der Wirtschaftskrise"	72837	31569	48.1
"Aargau"	"05.05.1935 Verkehrsteilungsgesetz"	72594	16342	27.8
"Aargau"	"24.02.1935 Neuordnung der militärischen Ausbildung"	72547	34900	54.7
"Aargau"	"11.03.1934 Schutz der öffentlichen Ordnung"	71774	27152	42.9
"Aargau"	"28.05.1933 Herabsetzung Löhne Bundespersonal"	70777	28868	46.2
"Aargau"	"06.12.1931 Besteuerung des Tabaks"	69220	31674	52.2
"Aargau"	"06.12.1931 Gesetz über die AHV"	69220	28855	47.6
"Aargau"	"15.03.1931 Amtsdauer von Bundesbehörden"	68293	24825	48.4
"Aargau"	"15.03.1931 Wahl des Nationalrats"	68293	24518	48.5
"Aargau"	"08.02.1931 Ordensverbot"	68056	36957	80.4
"Aargau"	"06.04.1930 Alkoholwesen"	67244	33530	55.7
"Aargau"	"12.05.1929 Branntweinverbot"	66134	17490	31.3
"Aargau"	"12.05.1929 Gesetzgebung Strassenverkehr"	66134	18349	34.3
"Aargau"	"03.03.1929 Zolltarifgesetz"	66121	32824	61.4
"Aargau"	"03.03.1929 Getreideversorgung (Gegenentwurf)"	66121	32947	61.6
"Aargau"	"03.03.1929 Getreideversorgung (Initiative)"	66121	1166	2.2
"Aargau"	"02.12.1928 Erhaltung der Kursäle"	65856	26470	50.9
"Aargau"	"20.05.1928 Massnahmen gegen die Überfremdung"	65132	33202	70.2
"Aargau"	"15.05.1927 Automobil- und Fahrradverkehr"	64030	15147	30.1
"Aargau"	"15.05.1927 Entschädigung an Kantone für Alpenstrassen"	64030	20116	41.4
"Aargau"	"05.12.1926 Getreideversorgung"	63765	29596	53.1
"Aargau"	"06.12.1925 Bundesbeschluss betreffend die AHV"	62612	32860	64.3
"Aargau"	"25.10.1925 Aufenthalt und Niederlassung Ausländer"	62413	33297	68.8
"Aargau"	"24.05.1925 Initiative für die AHV/IV"	61989	22602	43.7
"Aargau"	"17.02.1924 Fabrikgesetz"	61670	20225	37.4
"Aargau"	"03.06.1923 Alkoholwesen"	60430	16344	31.8
"Aargau"	"15.04.1923 Zollinitiative"	60439	13120	26.4
"Aargau"	"18.02.1923 Abkommen mit Frankreich zu Hochsavoyen"	60014	1939	4.0
"Aargau"	"18.02.1923 Schutzhaft-Initiative"	60014	2791	5.8
"Aargau"	"03.12.1922 Einmalige Vermögensabgabe"	59776	9193	16.7
"Aargau"	"24.09.1922 Innere Sicherheit und bedingter Strafvollzug"	60198	19046	37.1
"Aargau"	"11.06.1922 Wählbarkeit der Bundesbeamten"	59157	14982	34.6
"Aargau"	"11.06.1922 Ausweisung von Ausländern"	59157	20814	48.0
"Aargau"	"11.06.1922 Einbürgerungswesen"	59157	5192	12.1
"Aargau"	"22.05.1921 Artikel über die Luftschiffahrt"	58594	22438	52.4
"Aargau"	"22.05.1921 Artikel über den Automobil- und Fahrradverkehr"	58594	23097	52.7
"Aargau"	"30.01.1921 Aufhebung der Militärjustiz"	57920	15881	34.0
"Aargau"	"30.01.1921 Staatsvertragsreferendum"	57920	29624	66.8
"Aargau"	"31.10.1920 Arbeitszeit bei den Eisenbahnen"	57623	27778	56.8
"Aargau"	"16.05.1920 Beitritt zum Völkerbund"	57865	17846	35.0
"Aargau"	"21.03.1920 Gegenentwurf zur Spielbanken-Initiative"	56764	10009	27.2
"Aargau"	"21.03.1920 Verbot der Spielbanken"	56764	14831	37.6
"Aargau"	"21.03.1920 Ordnung des Arbeitsverhältnisses"	56764	18640	46.6
"Aargau"	"10.08.1919 Wahlen in den National- und Bundesrat"	56384	25000	66.2
"Aargau"	"04.05.1919 Ausserordentliche Kriegssteuer"	56104	29022	64.8
"Aargau"	"04.05.1919 Artikel über die Schiffahrt"	56104	33021	73.5
"Aargau"	"13.10.1918 Proporzwahl des Nationalrates"	55552	23285	53.8
"Aargau"	"02.06.1918 Initiative für die direkte Bundessteuer"	56366	25683	55.7
"Aargau"	"13.05.1917 Stempelabgaben"	52737	16913	39.3
"Aargau"	"06.06.1915 Einmalige Kriegssteuer"	50544	39737	91.4
"Aargau"	"25.10.1914 Gerichtsbarkeit"	50025	15656	46.3
"Aargau"	"04.05.1913 Krankheitsbekämpfung"	50326	17309	45.1
"Aargau"	"04.02.1912 Kranken- und Unfallversicherung"	50343	24407	57.4
"Aargau"	"23.10.1910 Proporzwahl des Nationalrates"	49726	18763	44.3
"Aargau"	"25.10.1908 Wasserkraft und Elektrizität"	48540	28952	78.8
"Aargau"	"05.07.1908 Absinthverbot"	48152	22926	63.0
"Aargau"	"05.07.1908 Gewerbewesen"	48152	19618	59.9
"Aargau"	"03.11.1907 Militärorganisation"	48103	24869	57.8
"Aargau"	"10.06.1906 Lebensmittelngesetz"	47047	25545	68.1
"Aargau"	"19.03.1905 Ausdehnung des Erfinderschutzes"	46659	22127	63.0
"Aargau"	"25.10.1903 Alkoholartikel"	46123	10229	28.6
"Aargau"	"25.10.1903 Wahl des Nationalrates"	46123	9691	26.9
"Aargau"	"25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen"	46123	10052	28.3
"Aargau"	"15.03.1903 Zolltarifgesetz"	46329	31477	77.5
"Aargau"	"23.11.1902 Unterstützung der Primarschule"	45745	23812	67.0
"Aargau"	"04.11.1900 Volkswahl Bundesrat"	45222	9075	25.4
"Aargau"	"04.11.1900 Proporzwahl des Nationalrates"	45222	9777	28.0
"Aargau"	"20.05.1900 Kranken-, Unfall- und Militärversicherung"	45154	12611	32.6
"Aargau"	"13.11.1898 Strafrechtseinheit"	45000	25309	71.4
"Aargau"	"13.11.1898 Zivilrechtseinheit"	45000	25155	71.1
"Aargau"	"20.02.1898 Schweiz. Bundesbahnen"	45166	33759	82.3
"Aargau"	"11.07.1897 Lebensmittelpolizei"	43552	18422	59.4
"Aargau"	"11.07.1897 Wasserbau- und Forstpolizei"	43552	17146	56.0
"Aargau"	"28.02.1897 Schweizerische Bundesbank"	43608	20424	55.8
"Aargau"	"04.10.1896 Disciplinarstrafordnung der Armee"	43145	5231	14.7
